,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
0,False,1.0,1.0,3.0,4.0,48.667,0,3,1,$6045.00,0,1,0
1,False,5.0,4.0,4.0,4.0,15.333,0,0,0,$0.00,0,0,1
2,False,4.0,3.0,5.0,5.0,25.333,0,3,1,$189763.00,0,1,2
3,False,4.0,4.0,4.0,3.0,13.333,0,0,0,$0.00,0,0,3
4,False,2.0,2.0,3.0,3.0,32.667,0,0,0,$0.00,0,0,4
5,False,2.0,1.0,4.0,4.0,52.0,0,1,0,$0.00,0,0,5
6,False,5.0,4.0,2.0,1.0,14.667,0,0,0,$0.00,0,0,6
7,False,5.0,5.0,4.0,4.0,5.333,0,0,0,$0.00,0,0,7
8,False,5.0,3.0,5.0,5.0,23.333,0,1,0,$0.00,0,0,8
9,False,3.0,2.0,4.0,4.0,44.667,0,2,1,$6500.00,0,1,9
10,False,4.0,2.0,5.0,5.0,30.0,0,1,0,$0.00,0,0,10
11,False,3.0,2.0,2.0,3.0,32.667,0,0,0,$0.00,0,0,11
12,False,4.0,4.0,2.0,3.0,17.333,0,0,0,$0.00,0,0,12
13,False,3.0,2.0,5.0,5.0,40.667,0,2,1,$4100.00,0,1,13
14,False,4.0,4.0,3.0,2.0,19.333,0,0,0,$0.00,0,0,14
15,False,1.0,1.0,3.0,2.0,263.0,0,0,1,$183105.00,1,2,15
16,False,5.0,5.0,4.0,3.0,10.667,0,0,0,$0.00,0,0,16
17,False,1.0,2.0,1.0,2.0,34.667,0,1,0,$0.00,0,0,17
18,False,5.0,4.0,5.0,5.0,15.333,0,0,1,$3640.00,0,1,18
19,False,5.0,3.0,4.0,4.0,23.333,0,5,0,$0.00,0,0,19
20,False,1.0,1.0,3.0,4.0,72.667,0,4,1,$44400.00,0,1,20
21,False,5.0,5.0,3.0,2.0,10.667,0,0,0,$0.00,0,0,21
22,False,3.0,2.0,4.0,4.0,36.667,0,0,0,$0.00,0,0,22
23,False,4.0,4.0,3.0,2.0,18.0,0,0,0,$0.00,0,0,23
24,False,3.0,2.0,3.0,2.0,44.667,0,4,0,$0.00,0,0,24
25,False,3.0,2.0,4.0,3.0,38.0,0,1,0,$0.00,0,0,25
26,False,1.0,1.0,3.0,2.0,63.333,0,0,0,$0.00,0,0,26
27,False,2.0,2.0,4.0,4.0,36.667,0,1,0,$0.00,0,0,27
28,False,2.0,2.0,4.0,3.0,33.167,0,0,1,$52343.00,0,1,28
29,False,5.0,5.0,4.0,4.0,12.0,0,0,0,$0.00,0,0,29
30,False,4.0,4.0,1.0,1.0,20.667,0,0,0,$0.00,0,0,30
31,False,5.0,5.0,,,14.667,0,0,0,$0.00,0,0,31
32,False,5.0,5.0,4.0,4.0,10.667,0,0,0,$0.00,0,0,32
33,False,5.0,5.0,5.0,5.0,12.667,0,2,0,$0.00,0,0,33
34,False,2.0,1.0,4.0,4.0,102.667,0,19,1,$2560.00,0,1,34
35,False,4.0,4.0,4.0,5.0,38.0,0,0,0,$0.00,0,0,35
36,False,3.0,3.0,3.0,5.0,48.667,0,4,0,$0.00,0,0,36
37,False,5.0,3.0,4.0,5.0,51.333,0,8,0,$0.00,0,0,37
38,False,3.0,2.0,5.0,5.0,80.667,1,4,0,$0.00,0,0,38
39,False,5.0,4.0,4.0,4.0,18.0,0,0,0,$0.00,0,0,39
40,False,1.0,2.0,3.0,3.0,46.667,0,7,0,$0.00,0,0,40
41,False,4.0,2.0,5.0,5.0,32.667,0,0,0,$0.00,0,0,41
42,False,5.0,4.0,4.0,4.0,21.333,0,0,0,$0.00,0,0,42
43,False,1.0,1.0,1.0,1.0,63.333,0,5,1,$6240.00,0,1,43
44,False,5.0,3.0,4.0,4.0,11.333,0,0,0,$0.00,0,0,44
45,False,2.0,3.0,1.0,1.0,16.667,0,0,0,$0.00,0,0,45
46,False,5.0,5.0,3.0,3.0,0.0,0,0,0,$0.00,0,0,46
47,False,5.0,5.0,5.0,5.0,12.0,0,0,0,$0.00,0,0,47
48,False,4.0,3.0,5.0,5.0,23.333,1,0,0,$0.00,0,0,48
49,False,3.0,2.0,4.0,5.0,50.667,11,6,1,$4095.00,0,1,49
50,False,2.0,1.0,4.0,4.0,111.667,8,10,2,$45143.00,0,2,50
51,False,3.0,4.0,1.0,2.0,19.333,1,0,0,$0.00,0,0,51
52,False,2.0,3.0,3.0,3.0,30.0,3,0,0,$0.00,0,0,52
53,False,4.0,3.0,2.0,1.0,21.333,0,1,0,$0.00,0,0,53
54,False,4.0,4.0,3.0,3.0,12.667,0,0,0,$0.00,0,0,54
55,False,5.0,5.0,2.0,3.0,5.333,0,0,0,$0.00,0,0,55
56,False,1.0,1.0,,,84.167,1,4,1,$36628.00,0,1,56
57,False,2.0,1.0,2.0,4.0,62.0,1,5,1,$7040.00,0,1,57
58,False,4.0,3.0,4.0,5.0,20.0,0,5,0,$0.00,0,0,58
59,False,3.0,2.0,4.0,4.0,45.167,1,3,2,$10173.00,0,2,59
60,False,5.0,4.0,4.0,5.0,14.0,1,0,0,$0.00,0,0,60
61,False,2.0,1.0,5.0,5.0,87.833,1,0,1,$26520.00,1,2,61
62,False,1.0,1.0,1.0,2.0,102.5,3,6,1,$121030.00,1,2,62
63,False,4.0,3.0,5.0,5.0,24.0,0,0,0,$0.00,0,0,63
64,False,4.0,2.0,4.0,5.0,46.667,2,0,0,$0.00,0,0,64
66,False,5.0,4.0,3.0,2.0,10.0,0,0,0,$0.00,0,0,65
67,False,5.0,5.0,4.0,4.0,4.0,0,0,0,$0.00,0,0,66
68,False,2.0,2.0,5.0,5.0,43.333,5,2,0,$0.00,0,0,67
69,False,5.0,4.0,5.0,5.0,46.667,0,0,0,$0.00,0,0,68
70,False,3.0,3.0,5.0,5.0,19.333,0,0,0,$0.00,0,0,69
71,False,5.0,5.0,3.0,4.0,1.333,0,0,0,$0.00,0,0,70
72,False,2.0,2.0,3.0,2.0,114.333,0,1,1,$5558.00,0,1,71
73,False,3.0,4.0,2.0,4.0,48.0,0,0,0,$0.00,0,0,72
74,False,2.0,2.0,2.0,1.0,91.333,5,0,2,$20750.00,2,4,73
75,False,5.0,5.0,,,27.333,0,0,0,$0.00,1,1,74
76,False,5.0,4.0,5.0,5.0,35.333,5,0,1,$14500.00,1,2,75
77,False,3.0,2.0,3.0,3.0,124.667,2,9,2,$12376.00,0,2,76
78,False,1.0,1.0,2.0,4.0,161.5,3,0,1,$2763.00,1,2,77
79,False,3.0,3.0,3.0,4.0,75.333,0,0,0,$0.00,0,0,78
80,False,4.0,3.0,2.0,3.0,57.333,2,20,0,$0.00,0,0,79
81,False,2.0,3.0,1.0,2.0,56.0,0,3,0,$0.00,0,0,80
82,False,5.0,5.0,2.0,3.0,21.333,1,4,0,$0.00,0,0,81
83,False,1.0,1.0,2.0,2.0,171.167,9,4,0,$0.00,0,0,82
84,False,1.0,1.0,4.0,5.0,257.333,14,9,2,$31005.00,2,4,83
85,False,5.0,4.0,3.0,3.0,28.0,0,0,0,$0.00,0,0,84
86,False,3.0,4.0,4.0,4.0,50.0,0,0,0,$0.00,0,0,85
87,False,5.0,4.0,5.0,5.0,50.667,1,1,0,$0.00,0,0,86
88,False,4.0,4.0,4.0,4.0,41.333,1,2,0,$0.00,0,0,87
89,False,4.0,4.0,4.0,4.0,12.667,0,0,0,$0.00,0,0,88
90,False,1.0,1.0,2.0,3.0,234.833,2,4,1,$72280.00,1,2,89
91,False,4.0,3.0,4.0,4.0,79.333,0,1,0,$0.00,0,0,90
92,False,2.0,1.0,4.0,5.0,139.167,7,11,1,$2730.00,1,2,91
93,False,1.0,1.0,4.0,4.0,195.833,4,9,2,$142740.00,2,4,92
94,False,1.0,1.0,3.0,3.0,185.167,6,15,1,$58504.00,1,2,93
95,False,1.0,1.0,3.0,4.0,243.667,2,5,1,$4063.00,1,2,94
96,False,1.0,1.0,3.0,4.0,188.667,3,7,0,$0.00,0,0,95
97,False,1.0,1.0,3.0,2.0,192.667,2,4,2,$77558.00,1,3,96
98,False,4.0,3.0,4.0,4.0,68.0,2,0,0,$0.00,0,0,97
99,False,2.0,2.0,3.0,3.0,113.333,7,6,0,$0.00,0,0,98
100,False,3.0,2.0,5.0,5.0,102.0,2,8,2,$27650.00,1,3,99
101,False,5.0,4.0,5.0,5.0,50.0,3,1,0,$0.00,0,0,100
102,False,3.0,3.0,3.0,5.0,74.667,2,5,0,$0.00,0,0,101
103,False,5.0,5.0,,,6.0,0,0,0,$0.00,0,0,102
104,False,5.0,5.0,5.0,5.0,20.0,0,2,0,$0.00,0,0,103
105,False,4.0,3.0,4.0,5.0,58.0,0,0,0,$0.00,0,0,104
106,False,4.0,3.0,4.0,3.0,51.333,0,0,0,$0.00,0,0,105
107,False,4.0,3.0,,,38.667,0,2,0,$0.00,0,0,106
108,False,2.0,2.0,3.0,3.0,60.667,0,4,0,$0.00,0,0,107
109,False,1.0,1.0,3.0,3.0,245.667,1,1,1,$54860.00,0,1,108
110,False,5.0,5.0,4.0,3.0,5.333,0,0,0,$0.00,0,0,109
111,False,3.0,3.0,3.0,3.0,37.333,1,1,0,$0.00,0,0,110
112,False,4.0,4.0,2.0,2.0,11.333,1,0,0,$0.00,0,0,111
113,False,2.0,2.0,2.0,3.0,48.667,1,3,0,$0.00,0,0,112
114,False,3.0,4.0,3.0,3.0,22.0,0,0,0,$0.00,0,0,113
115,False,3.0,3.0,3.0,4.0,29.333,0,0,0,$0.00,0,0,114
116,False,5.0,3.0,4.0,4.0,26.0,2,0,2,$27500.00,0,2,115
117,False,1.0,2.0,1.0,1.0,48.0,0,3,0,$0.00,0,0,116
118,False,5.0,5.0,3.0,3.0,9.333,1,3,0,$0.00,0,0,117
119,False,2.0,3.0,3.0,3.0,32.667,1,1,0,$0.00,0,0,118
120,False,1.0,3.0,1.0,2.0,40.667,0,2,0,$0.00,0,0,119
121,False,5.0,5.0,5.0,5.0,4.8,0,0,0,$0.00,0,0,120
122,False,,,,,,0,0,0,$0.00,0,0,121
123,False,5.0,5.0,,,2.667,0,0,0,$0.00,0,0,122
124,False,3.0,2.0,4.0,4.0,39.333,0,3,0,$0.00,0,0,123
125,False,2.0,2.0,4.0,5.0,49.333,0,3,0,$0.00,1,1,124
126,False,3.0,3.0,3.0,3.0,30.0,0,7,0,$0.00,0,0,125
127,False,4.0,5.0,5.0,5.0,7.333,0,3,0,$0.00,0,0,126
128,False,2.0,3.0,1.0,1.0,21.333,0,5,0,$0.00,0,0,127
129,False,1.0,1.0,3.0,3.0,56.833,0,4,1,$145893.00,0,1,128
130,False,2.0,2.0,3.0,3.0,36.667,0,4,0,$0.00,0,0,129
131,False,3.0,3.0,3.0,3.0,32.0,0,5,0,$0.00,0,0,130
132,False,1.0,2.0,1.0,2.0,42.667,0,1,1,$28503.00,0,1,131
133,False,3.0,4.0,3.0,3.0,18.667,0,0,0,$0.00,0,0,132
134,False,3.0,3.0,3.0,2.0,20.667,0,2,0,$0.00,1,1,133
135,False,4.0,4.0,2.0,2.0,20.667,0,1,0,$0.00,0,0,134
136,False,5.0,4.0,2.0,3.0,15.333,0,2,0,$0.00,0,0,135
137,False,3.0,3.0,3.0,3.0,21.333,2,5,0,$0.00,0,0,136
138,False,3.0,4.0,1.0,2.0,10.667,0,2,0,$0.00,0,0,137
139,False,1.0,2.0,3.0,3.0,36.667,0,1,0,$0.00,0,0,138
140,False,2.0,3.0,1.0,1.0,30.0,0,2,0,$0.00,0,0,139
141,False,2.0,1.0,4.0,3.0,74.0,0,2,1,$4095.00,1,2,140
142,False,3.0,3.0,3.0,2.0,28.667,0,0,1,$13163.00,0,1,141
143,False,2.0,2.0,3.0,2.0,48.0,0,5,0,$0.00,0,0,142
144,False,1.0,1.0,4.0,3.0,60.333,0,0,1,$5850.00,0,1,143
145,False,1.0,3.0,1.0,1.0,24.0,0,5,0,$0.00,0,0,144
146,False,4.0,4.0,3.0,3.0,17.333,0,1,0,$0.00,0,0,145
147,False,2.0,2.0,2.0,1.0,46.0,0,4,0,$0.00,0,0,146
148,False,2.0,3.0,3.0,2.0,20.667,0,1,0,$0.00,0,0,147
149,False,2.0,3.0,1.0,1.0,28.0,0,0,0,$0.00,0,0,148
150,False,3.0,4.0,3.0,2.0,16.0,0,0,0,$0.00,0,0,149
151,False,1.0,2.0,2.0,1.0,50.0,0,0,0,$0.00,0,0,150
152,False,3.0,5.0,1.0,2.0,4.0,0,0,0,$0.00,0,0,151
153,False,5.0,5.0,3.0,4.0,5.333,0,5,0,$0.00,0,0,152
154,False,2.0,3.0,3.0,2.0,24.667,0,0,0,$0.00,0,0,153
155,False,2.0,3.0,3.0,3.0,24.667,0,4,0,$0.00,0,0,154
156,False,4.0,4.0,3.0,2.0,18.667,0,4,0,$0.00,0,0,155
157,False,2.0,3.0,1.0,2.0,28.667,0,4,0,$0.00,0,0,156
158,False,3.0,3.0,4.0,4.0,20.667,0,2,0,$0.00,0,0,157
159,False,1.0,1.0,3.0,3.0,88.667,0,7,0,$0.00,0,0,158
160,False,4.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0,159
162,False,4.0,3.0,4.0,4.0,44.667,7,0,0,$0.00,0,0,160
163,False,4.0,3.0,5.0,5.0,22.0,0,0,0,$0.00,0,0,161
164,False,5.0,5.0,4.0,5.0,3.333,0,0,0,$0.00,0,0,162
165,False,5.0,4.0,5.0,5.0,12.0,1,0,0,$0.00,0,0,163
166,False,5.0,3.0,4.0,4.0,16.667,0,0,0,$0.00,0,0,164
167,False,3.0,2.0,4.0,5.0,28.333,2,2,0,$0.00,0,0,165
168,False,4.0,2.0,4.0,5.0,75.333,3,15,0,$0.00,0,0,166
169,False,2.0,1.0,4.0,4.0,147.667,9,21,0,$0.00,0,0,167
170,False,1.0,1.0,1.0,2.0,111.0,9,9,0,$0.00,1,1,168
171,False,3.0,2.0,5.0,5.0,88.667,14,4,0,$0.00,0,0,169
172,False,5.0,5.0,4.0,4.0,15.333,0,0,0,$0.00,0,0,170
173,False,5.0,4.0,5.0,5.0,31.333,9,1,0,$0.00,0,0,171
174,False,2.0,1.0,4.0,4.0,99.333,13,14,0,$0.00,0,0,172
175,False,1.0,1.0,3.0,3.0,108.0,6,3,1,$226422.00,0,1,173
176,False,2.0,2.0,3.0,3.0,75.333,8,2,1,$1235.00,0,1,174
177,False,3.0,2.0,3.0,3.0,66.5,6,7,0,$0.00,0,0,175
178,False,1.0,1.0,2.0,3.0,164.667,12,12,0,$0.00,0,0,176
179,False,4.0,3.0,2.0,1.0,52.0,8,29,0,$0.00,0,0,177
180,False,1.0,1.0,4.0,4.0,265.833,30,37,1,$73809.00,2,3,178
181,False,2.0,2.0,3.0,4.0,69.333,2,21,0,$0.00,1,1,179
182,False,2.0,2.0,2.0,2.0,88.0,2,34,0,$0.00,0,0,180
183,False,4.0,4.0,3.0,4.0,21.333,3,2,0,$0.00,0,0,181
184,False,5.0,5.0,3.0,5.0,6.0,0,3,0,$0.00,0,0,182
185,False,3.0,3.0,3.0,3.0,57.333,5,4,0,$0.00,0,0,183
186,False,2.0,2.0,3.0,3.0,58.667,4,3,0,$0.00,0,0,184
187,False,2.0,1.0,4.0,4.0,93.333,0,0,0,$0.00,0,0,185
188,False,5.0,4.0,4.0,4.0,19.333,3,2,0,$0.00,0,0,186
189,False,3.0,3.0,2.0,4.0,40.667,2,2,0,$0.00,0,0,187
190,False,5.0,5.0,4.0,5.0,11.333,0,0,0,$0.00,0,0,188
191,False,5.0,3.0,4.0,4.0,36.667,12,2,0,$0.00,0,0,189
192,False,2.0,2.0,3.0,3.0,85.333,4,8,0,$0.00,0,0,190
193,False,5.0,5.0,5.0,5.0,5.333,0,0,0,$0.00,0,0,191
194,False,4.0,3.0,3.0,3.0,52.0,1,1,0,$0.00,0,0,192
195,False,3.0,2.0,4.0,4.0,62.667,8,5,0,$0.00,0,0,193
196,False,4.0,3.0,3.0,4.0,56.0,20,6,0,$0.00,0,0,194
197,False,5.0,5.0,4.0,3.0,12.0,1,0,0,$0.00,0,0,195
198,False,4.0,4.0,4.0,4.0,30.0,1,14,0,$0.00,0,0,196
199,False,4.0,4.0,2.0,3.0,26.667,1,0,0,$0.00,0,0,197
200,False,5.0,4.0,4.0,3.0,27.333,0,1,0,$0.00,0,0,198
201,False,1.0,1.0,2.0,3.0,178.5,11,8,1,$4778.00,0,1,199
202,False,1.0,3.0,1.0,1.0,56.0,5,2,0,$0.00,0,0,200
203,False,5.0,4.0,4.0,5.0,28.0,0,3,0,$0.00,0,0,201
204,False,1.0,1.0,2.0,2.0,140.0,4,8,1,$5818.00,0,1,202
205,False,4.0,4.0,3.0,3.0,35.333,2,0,0,$0.00,0,0,203
206,False,5.0,5.0,,,11.333,6,2,0,$0.00,0,0,204
207,False,5.0,5.0,5.0,5.0,4.667,0,0,0,$0.00,0,0,205
208,False,5.0,5.0,5.0,5.0,4.0,0,0,0,$0.00,0,0,206
209,False,3.0,2.0,2.0,2.0,58.0,11,9,0,$0.00,0,0,207
210,False,4.0,4.0,5.0,5.0,21.333,0,0,0,$0.00,0,0,208
211,False,4.0,3.0,3.0,5.0,45.333,2,4,0,$0.00,0,0,209
212,False,2.0,1.0,4.0,4.0,118.667,1,5,0,$0.00,0,0,210
213,False,3.0,4.0,4.0,5.0,34.0,14,4,0,$0.00,0,0,211
214,False,4.0,3.0,2.0,4.0,47.333,5,1,0,$0.00,0,0,212
215,False,4.0,4.0,4.0,5.0,35.2,6,8,0,$0.00,0,0,213
216,False,5.0,5.0,4.0,4.0,10.4,0,1,0,$0.00,0,0,214
217,False,2.0,2.0,3.0,3.0,32.0,1,1,1,$24863.00,0,1,215
218,False,5.0,5.0,4.0,4.0,2.0,0,0,0,$0.00,0,0,216
219,False,4.0,3.0,4.0,5.0,20.0,1,1,2,$16640.00,0,2,217
220,False,4.0,3.0,4.0,5.0,18.0,0,0,0,$0.00,0,0,218
221,False,2.0,2.0,2.0,1.0,44.667,0,1,1,$2000.00,0,1,219
222,False,2.0,1.0,4.0,4.0,86.0,2,5,3,$6302.00,0,3,220
223,False,5.0,5.0,3.0,5.0,1.333,0,0,0,$0.00,0,0,221
224,False,1.0,1.0,4.0,4.0,52.667,2,1,0,$0.00,0,0,222
225,False,2.0,2.0,3.0,3.0,30.0,0,2,2,$45110.00,0,2,223
226,False,5.0,5.0,5.0,5.0,1.333,0,0,0,$0.00,0,0,224
227,False,4.0,3.0,4.0,4.0,26.0,0,0,1,$1235.00,0,1,225
228,False,3.0,2.0,4.0,5.0,33.333,0,0,0,$0.00,0,0,226
229,False,4.0,4.0,3.0,4.0,8.667,1,0,1,$1625.00,0,1,227
230,False,3.0,2.0,4.0,4.0,38.0,2,7,0,$0.00,0,0,228
231,False,3.0,2.0,4.0,5.0,27.333,0,0,1,$17160.00,0,1,229
232,False,5.0,4.0,3.0,2.0,8.0,0,0,0,$0.00,0,0,230
233,False,3.0,2.0,5.0,5.0,35.333,0,0,1,$40748.00,0,1,231
235,False,4.0,4.0,2.0,4.0,10.667,0,0,0,$0.00,0,0,232
236,False,2.0,1.0,4.0,5.0,82.333,1,1,1,$23563.00,0,1,233
237,False,4.0,3.0,4.0,4.0,15.333,1,2,0,$0.00,0,0,234
238,False,5.0,5.0,,,0.0,0,0,0,$0.00,0,0,235
239,False,3.0,2.0,4.0,5.0,46.0,3,0,1,$66000.00,0,1,236
240,False,4.0,4.0,4.0,5.0,8.667,0,0,0,$0.00,0,0,237
241,False,5.0,5.0,3.0,4.0,3.333,1,0,0,$0.00,0,0,238
242,False,5.0,4.0,5.0,5.0,8.667,1,0,0,$0.00,0,0,239
243,False,5.0,4.0,4.0,5.0,12.667,0,0,1,$2500.00,0,1,240
244,False,4.0,3.0,4.0,4.0,26.0,0,0,0,$0.00,0,0,241
246,False,5.0,3.0,5.0,5.0,14.4,0,0,0,$0.00,0,0,242
248,False,3.0,3.0,5.0,5.0,51.833,1,0,0,$0.00,0,0,243
249,False,4.0,4.0,3.0,3.0,28.0,4,1,0,$0.00,0,0,244
250,False,3.0,2.0,4.0,4.0,87.667,0,4,1,$18720.00,1,2,245
251,False,4.0,4.0,3.0,3.0,40.0,1,1,0,$0.00,0,0,246
252,False,3.0,3.0,3.0,4.0,61.333,2,3,0,$0.00,0,0,247
253,False,1.0,1.0,3.0,3.0,119.333,11,31,3,$43583.00,0,3,248
254,False,5.0,4.0,5.0,5.0,35.5,3,0,1,$3900.00,0,1,249
255,False,3.0,2.0,4.0,4.0,79.333,18,2,0,$0.00,0,0,250
256,False,5.0,5.0,3.0,2.0,17.333,0,0,0,$0.00,0,0,251
257,False,4.0,2.0,4.0,3.0,75.167,3,1,2,$18948.00,0,2,252
258,False,4.0,3.0,4.0,3.0,57.5,1,2,1,$24245.00,1,2,253
259,False,3.0,4.0,4.0,4.0,28.0,5,0,1,$8550.00,1,2,254
260,False,5.0,4.0,5.0,5.0,29.333,1,0,0,$0.00,0,0,255
261,False,1.0,2.0,1.0,1.0,87.333,1,14,1,$9653.00,0,1,256
262,False,4.0,3.0,4.0,5.0,48.667,5,12,0,$0.00,0,0,257
263,False,2.0,2.0,2.0,2.0,94.0,12,5,2,$26195.00,0,2,258
264,False,4.0,4.0,1.0,2.0,30.667,0,3,1,$2503.00,0,1,259
265,False,4.0,5.0,1.0,1.0,10.667,0,0,0,$0.00,0,0,260
266,False,2.0,2.0,2.0,3.0,82.0,10,11,2,$26650.00,0,2,261
267,False,5.0,4.0,5.0,5.0,32.667,2,0,0,$0.00,0,0,262
268,False,3.0,2.0,4.0,3.0,74.0,1,11,1,$5720.00,0,1,263
269,False,3.0,3.0,2.0,3.0,49.333,2,5,0,$0.00,0,0,264
270,False,5.0,3.0,4.0,4.0,47.333,0,5,0,$0.00,0,0,265
271,False,4.0,4.0,4.0,5.0,24.667,0,0,0,$0.00,0,0,266
272,False,5.0,5.0,4.0,4.0,10.0,0,0,0,$0.00,0,0,267
273,False,1.0,1.0,2.0,2.0,70.333,0,0,0,$0.00,0,0,268
274,False,3.0,2.0,4.0,4.0,42.0,0,0,0,$0.00,0,0,269
275,False,1.0,1.0,3.0,3.0,68.0,1,1,0,$0.00,0,0,270
276,False,2.0,1.0,5.0,5.0,93.0,0,2,1,$26488.00,0,1,271
277,False,3.0,2.0,4.0,3.0,49.667,0,0,0,$0.00,0,0,272
278,False,2.0,2.0,4.0,5.0,37.0,0,1,0,$0.00,0,0,273
279,False,5.0,5.0,3.0,4.0,4.667,0,0,0,$0.00,0,0,274
280,False,1.0,1.0,3.0,4.0,101.333,0,2,3,$9700.00,0,3,275
281,False,4.0,3.0,4.0,5.0,34.667,0,1,0,$0.00,0,0,276
282,False,4.0,4.0,3.0,3.0,14.667,0,2,0,$0.00,0,0,277
283,False,2.0,3.0,3.0,3.0,18.667,0,0,0,$0.00,0,0,278
284,False,5.0,3.0,4.0,3.0,28.0,0,1,0,$0.00,0,0,279
285,False,3.0,3.0,2.0,3.0,26.667,1,0,0,$0.00,0,0,280
286,False,3.0,3.0,4.0,4.0,20.0,0,1,0,$0.00,0,0,281
287,False,4.0,4.0,3.0,3.0,18.667,1,0,0,$0.00,0,0,282
288,False,4.0,3.0,4.0,3.0,28.0,0,0,0,$0.00,0,0,283
289,False,4.0,3.0,4.0,3.0,40.667,1,1,0,$0.00,0,0,284
290,False,4.0,3.0,4.0,4.0,28.667,0,0,0,$0.00,0,0,285
291,False,4.0,2.0,4.0,4.0,48.667,0,1,0,$0.00,0,0,286
292,False,2.0,1.0,4.0,4.0,126.167,0,3,1,$11765.00,1,2,287
293,False,5.0,5.0,5.0,5.0,14.0,0,0,0,$0.00,0,0,288
294,False,5.0,5.0,4.0,4.0,6.667,0,0,0,$0.00,0,0,289
295,False,5.0,4.0,5.0,5.0,22.667,0,1,0,$0.00,0,0,290
296,False,4.0,3.0,4.0,4.0,34.0,3,13,0,$0.00,0,0,291
297,False,4.0,2.0,4.0,5.0,48.667,2,0,0,$0.00,0,0,292
298,False,5.0,4.0,3.0,2.0,20.0,0,0,0,$0.00,0,0,293
299,False,2.0,1.0,2.0,3.0,69.333,11,9,1,$715.00,1,2,294
300,False,3.0,2.0,4.0,4.0,50.667,1,2,0,$0.00,0,0,295
301,False,2.0,2.0,3.0,2.0,38.0,0,3,0,$0.00,0,0,296
302,False,1.0,1.0,3.0,4.0,64.5,0,2,1,$7900.00,0,1,297
303,False,3.0,4.0,4.0,5.0,26.0,0,1,0,$0.00,0,0,298
304,False,4.0,3.0,3.0,4.0,20.667,0,0,0,$0.00,0,0,299
305,False,4.0,3.0,2.0,3.0,22.0,0,0,0,$0.00,0,0,300
306,False,3.0,2.0,3.0,3.0,40.0,0,3,1,$12870.00,0,1,301
307,False,3.0,3.0,3.0,3.0,16.667,0,0,0,$0.00,0,0,302
308,False,5.0,5.0,1.0,2.0,2.0,0,0,0,$0.00,0,0,303
309,False,2.0,1.0,4.0,4.0,68.667,0,11,0,$0.00,0,0,304
310,False,4.0,2.0,4.0,4.0,37.333,0,4,0,$0.00,0,0,305
311,False,3.0,3.0,3.0,5.0,26.667,0,2,0,$0.00,0,0,306
312,False,3.0,3.0,2.0,2.0,75.333,3,0,1,$975.00,0,1,307
313,False,3.0,2.0,5.0,5.0,82.0,0,1,0,$0.00,1,1,308
314,False,3.0,4.0,,,18.667,0,0,0,$0.00,0,0,309
315,False,3.0,3.0,3.0,4.0,77.0,0,1,3,$10250.00,0,3,310
316,False,4.0,2.0,5.0,5.0,128.0,0,0,2,$17323.00,1,3,311
317,False,3.0,2.0,3.0,3.0,28.0,0,1,0,$0.00,0,0,312
318,False,4.0,4.0,4.0,4.0,10.667,0,0,0,$0.00,0,0,313
319,False,3.0,4.0,1.0,2.0,11.333,1,0,0,$0.00,0,0,314
320,False,3.0,2.0,3.0,3.0,26.667,0,0,0,$0.00,0,0,315
321,False,4.0,4.0,1.0,1.0,6.667,0,2,0,$0.00,0,0,316
322,False,1.0,1.0,3.0,2.0,82.667,3,16,0,$0.00,0,0,317
323,False,5.0,4.0,3.0,3.0,11.333,0,0,0,$0.00,0,0,318
324,False,5.0,5.0,4.0,3.0,2.667,0,1,0,$0.00,0,0,319
325,False,5.0,4.0,3.0,3.0,12.667,0,0,0,$0.00,0,0,320
326,False,5.0,4.0,4.0,3.0,9.333,0,0,0,$0.00,0,0,321
327,False,3.0,2.0,5.0,5.0,48.667,0,0,0,$0.00,0,0,322
328,False,2.0,2.0,3.0,3.0,46.0,0,8,2,$11331.00,0,2,323
329,False,1.0,1.0,2.0,3.0,49.333,0,4,0,$0.00,0,0,324
330,False,3.0,4.0,1.0,1.0,8.667,0,0,0,$0.00,0,0,325
331,False,3.0,3.0,2.0,3.0,17.167,0,2,0,$0.00,0,0,326
332,False,2.0,3.0,3.0,3.0,21.333,0,0,0,$0.00,0,0,327
333,False,2.0,1.0,4.0,4.0,55.667,2,1,0,$0.00,1,1,328
334,False,3.0,2.0,3.0,3.0,34.667,0,2,1,$3200.00,0,1,329
335,False,4.0,3.0,4.0,3.0,27.333,0,0,0,$0.00,0,0,330
336,False,3.0,2.0,4.0,4.0,32.0,1,10,1,$9913.00,0,1,331
337,False,2.0,1.0,4.0,4.0,72.667,0,16,2,$4355.00,0,2,332
338,False,1.0,1.0,2.0,3.0,102.333,1,5,2,$66593.00,0,2,333
339,False,2.0,3.0,1.0,2.0,24.667,0,11,0,$0.00,0,0,334
340,False,4.0,4.0,4.0,3.0,8.0,0,2,0,$0.00,0,0,335
341,False,1.0,2.0,3.0,3.0,32.667,1,2,0,$0.00,0,0,336
