,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
10543,False,2.0,1.0,4.0,3.0,51.0,0,6,1,$92755.00,0,1,9259
10544,False,3.0,4.0,1.0,2.0,13.333,0,0,0,$0.00,0,0,9260
10546,False,3.0,3.0,2.0,3.0,26.0,1,0,0,$0.00,0,0,9261
10547,False,1.0,2.0,1.0,1.0,29.333,0,1,0,$0.00,0,0,9262
10548,False,1.0,2.0,1.0,2.0,43.333,0,10,1,$1170.00,0,1,9263
10550,False,1.0,1.0,1.0,1.0,166.833,0,12,3,$29893.00,0,3,9264
10551,False,1.0,1.0,2.0,2.0,63.667,0,3,1,$87328.00,0,1,9265
10553,False,5.0,4.0,4.0,4.0,16.0,1,0,1,$3200.00,0,1,9266
10554,False,3.0,3.0,2.0,2.0,21.333,0,1,0,$0.00,0,0,9267
10555,False,2.0,1.0,4.0,4.0,52.667,0,22,0,$0.00,0,0,9268
10556,False,5.0,3.0,4.0,3.0,23.333,0,3,0,$0.00,0,0,9269
10557,False,1.0,1.0,2.0,4.0,51.333,0,1,1,$2080.00,0,1,9270
10559,False,4.0,3.0,2.0,3.0,25.833,0,1,0,$0.00,0,0,9271
10564,False,4.0,4.0,4.0,3.0,11.333,1,0,1,$2080.00,0,1,9272
10565,False,4.0,2.0,4.0,5.0,32.0,0,1,1,$2080.00,0,1,9273
10566,False,,,,,,1,1,0,$0.00,0,0,9274
10567,False,2.0,1.0,4.0,3.0,142.667,0,12,2,$4855.00,0,2,9275
10568,False,5.0,5.0,3.0,3.0,4.8,0,0,0,$0.00,0,0,9276
10569,False,4.0,4.0,4.0,4.0,32.667,0,0,0,$0.00,0,0,9277
10570,False,3.0,3.0,4.0,4.0,27.333,0,1,0,$0.00,0,0,9278
10571,False,1.0,1.0,2.0,3.0,78.0,1,11,1,$2275.00,0,1,9279
10572,False,4.0,4.0,5.0,5.0,12.0,0,1,0,$0.00,0,0,9280
10574,False,3.0,3.0,3.0,3.0,17.333,0,1,0,$0.00,0,0,9281
10575,False,5.0,3.0,5.0,5.0,24.667,0,0,0,$0.00,0,0,9282
10576,False,1.0,1.0,1.0,1.0,113.333,0,12,1,$3200.00,1,2,9283
10577,False,5.0,5.0,5.0,5.0,3.333,0,1,0,$0.00,0,0,9284
10579,False,1.0,1.0,3.0,2.0,199.833,0,16,2,$6143.00,2,4,9285
10580,False,3.0,3.0,3.0,3.0,89.333,0,6,0,$0.00,0,0,9286
10583,False,3.0,2.0,5.0,5.0,30.0,0,0,1,$2210.00,0,1,9287
10584,False,5.0,4.0,3.0,3.0,13.333,0,2,1,$2720.00,0,1,9288
10586,False,4.0,4.0,2.0,3.0,9.6,0,1,0,$0.00,0,0,9289
10587,False,3.0,3.0,3.0,2.0,20.667,0,1,0,$0.00,0,0,9290
10591,False,4.0,5.0,,,0.0,0,0,0,$0.00,0,0,9291
10592,False,4.0,3.0,4.0,4.0,84.667,0,6,0,$0.00,0,0,9292
10593,False,2.0,2.0,2.0,2.0,132.667,0,7,0,$0.00,0,0,9293
10595,False,3.0,2.0,4.0,4.0,36.0,0,5,0,$0.00,0,0,9294
10598,False,4.0,4.0,4.0,4.0,12.0,0,4,0,$0.00,0,0,9295
10599,False,2.0,3.0,3.0,1.0,75.333,0,9,0,$0.00,0,0,9296
10600,False,5.0,4.0,3.0,3.0,7.2,0,0,0,$0.00,0,0,9297
10602,False,2.0,2.0,2.0,2.0,99.0,0,5,0,$0.00,0,0,9298
10604,False,5.0,3.0,5.0,5.0,17.333,0,0,0,$0.00,0,0,9299
10606,False,3.0,3.0,3.0,3.0,24.667,0,2,0,$0.00,0,0,9300
10607,False,3.0,2.0,4.0,4.0,103.833,0,0,1,$57460.00,1,2,9301
10608,False,1.0,1.0,3.0,3.0,66.0,0,3,2,$4160.00,0,2,9302
10609,False,1.0,2.0,1.0,2.0,112.667,0,15,0,$0.00,0,0,9303
10610,False,4.0,4.0,3.0,3.0,37.333,0,7,0,$0.00,0,0,9304
10611,False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,1,1,9305
10612,False,3.0,2.0,5.0,5.0,38.667,0,0,0,$0.00,0,0,9306
10613,False,1.0,1.0,4.0,3.0,219.0,0,11,2,$16488.00,0,2,9307
10615,False,4.0,3.0,4.0,4.0,22.0,0,3,0,$0.00,0,0,9308
10616,False,4.0,4.0,3.0,3.0,50.0,0,4,0,$0.00,0,0,9309
10617,False,1.0,1.0,1.0,1.0,150.5,0,3,1,$112780.00,1,2,9310
10618,False,4.0,3.0,2.0,4.0,24.667,0,1,0,$0.00,0,0,9311
10619,False,3.0,2.0,4.0,4.0,114.167,0,7,1,$2094.00,0,1,9312
10620,False,1.0,1.0,4.0,4.0,179.833,3,10,3,$88525.00,1,4,9313
10621,False,3.0,3.0,4.0,5.0,22.0,0,2,2,$8758.00,0,2,9314
10622,False,1.0,1.0,4.0,5.0,213.333,0,14,1,$19095.00,1,2,9315
10623,False,5.0,4.0,5.0,5.0,8.0,0,2,0,$0.00,0,0,9316
10624,False,4.0,3.0,3.0,3.0,24.667,0,8,1,$2080.00,0,1,9317
10627,False,1.0,1.0,3.0,3.0,181.0,0,23,1,$6500.00,1,2,9318
10628,False,4.0,4.0,,,14.4,0,4,0,$0.00,0,0,9319
10629,False,1.0,2.0,3.0,2.0,42.333,0,5,2,$31758.00,0,2,9320
10630,False,5.0,5.0,3.0,4.0,4.0,0,0,0,$0.00,0,0,9321
10631,False,5.0,4.0,4.0,4.0,14.0,0,1,0,$0.00,0,0,9322
10632,False,4.0,4.0,2.0,2.0,54.667,0,5,0,$0.00,0,0,9323
10633,False,4.0,2.0,4.0,4.0,49.333,3,6,0,$0.00,0,0,9324
10634,False,5.0,4.0,3.0,3.0,8.0,0,1,0,$0.00,0,0,9325
10635,False,3.0,4.0,3.0,3.0,12.667,0,1,0,$0.00,0,0,9326
10636,False,1.0,1.0,2.0,2.0,169.833,0,8,2,$44115.00,0,2,9327
10637,False,4.0,3.0,5.0,5.0,23.333,0,1,0,$0.00,0,0,9328
10640,False,2.0,2.0,1.0,2.0,43.333,0,0,0,$0.00,0,0,9329
10641,False,5.0,5.0,3.0,2.0,5.333,1,2,0,$0.00,0,0,9330
10642,False,3.0,2.0,4.0,4.0,45.333,0,3,0,$0.00,0,0,9331
10643,False,4.0,4.0,4.0,3.0,55.333,0,2,1,$1950.00,0,1,9332
10645,False,2.0,2.0,5.0,5.0,32.0,0,6,0,$0.00,0,0,9333
10646,False,1.0,1.0,2.0,1.0,221.5,0,3,0,$0.00,0,0,9334
10647,False,5.0,4.0,5.0,5.0,8.667,0,2,0,$0.00,0,0,9335
10649,False,4.0,2.0,4.0,3.0,36.0,0,3,0,$0.00,0,0,9336
10652,False,3.0,4.0,2.0,3.0,11.333,0,0,0,$0.00,0,0,9337
10653,False,3.0,3.0,2.0,2.0,65.333,0,3,0,$0.00,0,0,9338
10654,False,2.0,2.0,2.0,2.0,91.833,0,0,0,$0.00,0,0,9339
10656,False,2.0,3.0,2.0,1.0,83.333,0,8,0,$0.00,0,0,9340
10657,False,4.0,4.0,3.0,2.0,52.667,0,4,0,$0.00,0,0,9341
10659,False,4.0,4.0,3.0,3.0,12.0,0,4,2,$6760.00,0,2,9342
10661,False,2.0,1.0,3.0,3.0,53.333,0,12,0,$0.00,0,0,9343
10662,False,3.0,4.0,3.0,2.0,34.0,0,2,0,$0.00,0,0,9344
10663,False,2.0,2.0,2.0,1.0,132.0,0,5,1,$41405.00,1,2,9345
10664,False,3.0,3.0,3.0,2.0,66.667,0,3,0,$0.00,0,0,9346
10665,False,3.0,2.0,4.0,4.0,136.333,0,12,1,$4079.00,0,1,9347
10666,False,1.0,1.0,3.0,4.0,51.0,1,9,1,$60320.00,0,1,9348
10669,False,5.0,5.0,3.0,4.0,3.333,0,2,0,$0.00,0,0,9349
10672,False,4.0,4.0,4.0,4.0,46.0,0,0,0,$0.00,0,0,9350
10674,False,4.0,4.0,4.0,3.0,43.333,0,3,0,$0.00,0,0,9351
10677,False,4.0,4.0,4.0,4.0,42.667,0,2,0,$0.00,0,0,9352
10678,False,2.0,3.0,3.0,2.0,68.667,0,5,0,$0.00,0,0,9353
10679,False,3.0,2.0,4.0,4.0,36.667,1,2,0,$0.00,0,0,9354
10680,False,3.0,3.0,4.0,3.0,74.167,0,0,1,$3250.00,0,1,9355
10682,False,5.0,5.0,5.0,5.0,26.667,0,0,0,$0.00,0,0,9356
10683,False,4.0,3.0,5.0,5.0,32.0,0,9,0,$0.00,0,0,9357
10684,False,2.0,2.0,3.0,2.0,108.0,0,4,0,$0.00,0,0,9358
10685,False,4.0,3.0,4.0,3.0,34.0,0,1,0,$0.00,0,0,9359
10686,False,2.0,2.0,3.0,3.0,105.833,0,9,1,$32850.00,1,2,9360
10687,False,3.0,3.0,,,86.0,0,6,0,$0.00,0,0,9361
10688,False,2.0,1.0,5.0,5.0,88.667,3,11,2,$3290.00,0,2,9362
10689,False,1.0,2.0,3.0,2.0,100.0,0,10,0,$0.00,0,0,9363
10690,False,2.0,2.0,,,106.0,0,13,2,$5070.00,0,2,9364
10691,False,1.0,1.0,3.0,3.0,266.5,0,8,2,$14820.00,2,4,9365
10692,False,1.0,2.0,3.0,2.0,120.0,0,31,1,$9750.00,2,3,9366
10693,False,3.0,2.0,5.0,5.0,53.333,1,0,0,$0.00,0,0,9367
10694,False,5.0,3.0,4.0,3.0,78.333,0,4,1,$53430.00,1,2,9368
10695,False,3.0,2.0,4.0,4.0,103.333,0,3,1,$32240.00,0,1,9369
10696,False,2.0,4.0,1.0,1.0,43.333,0,4,0,$0.00,0,0,9370
10697,False,1.0,1.0,2.0,1.0,166.5,0,3,0,$0.00,0,0,9371
10698,False,,,,,,1,0,0,$0.00,0,0,9372
10700,False,4.0,3.0,4.0,4.0,31.333,1,1,1,$1040.00,0,1,9373
10701,False,2.0,3.0,2.0,2.0,90.5,1,14,2,$7053.00,0,2,9374
10702,False,1.0,1.0,1.0,2.0,187.333,0,17,0,$0.00,1,1,9375
10703,False,1.0,1.0,1.0,1.0,161.333,0,6,0,$0.00,1,1,9376
10704,False,3.0,2.0,4.0,3.0,131.667,0,1,1,$2275.00,0,1,9377
10705,False,2.0,3.0,2.0,1.0,62.0,0,0,0,$0.00,0,0,9378
10706,False,1.0,1.0,4.0,4.0,235.0,0,6,2,$22575.00,0,2,9379
10708,False,3.0,3.0,2.0,1.0,62.0,0,2,0,$0.00,0,0,9380
10709,False,4.0,4.0,2.0,1.0,51.333,0,2,1,$2308.00,0,1,9381
10710,False,2.0,2.0,3.0,4.0,100.667,0,9,1,$7600.00,0,1,9382
10711,False,3.0,3.0,3.0,2.0,69.0,0,3,0,$0.00,0,0,9383
10712,False,1.0,1.0,3.0,3.0,158.167,0,16,1,$2731.00,0,1,9384
10713,False,4.0,5.0,4.0,3.0,22.0,0,1,0,$0.00,0,0,9385
10714,False,3.0,2.0,4.0,3.0,121.667,0,0,0,$0.00,0,0,9386
10715,False,2.0,2.0,2.0,1.0,120.0,0,4,0,$0.00,0,0,9387
10716,False,4.0,4.0,5.0,5.0,38.0,0,6,1,$2700.00,0,1,9388
10717,False,2.0,2.0,3.0,3.0,56.667,4,5,2,$2470.00,0,2,9389
10718,False,3.0,3.0,4.0,3.0,78.167,0,0,0,$0.00,0,0,9390
10719,False,3.0,2.0,4.0,4.0,62.667,1,13,1,$1300.00,0,1,9391
10720,False,2.0,3.0,2.0,3.0,68.667,0,0,0,$0.00,0,0,9392
10721,False,1.0,1.0,1.0,1.0,314.333,0,20,2,$48797.00,1,3,9393
10722,False,1.0,2.0,1.0,2.0,113.667,0,2,0,$0.00,0,0,9394
10723,False,3.0,4.0,2.0,2.0,40.0,0,5,0,$0.00,0,0,9395
10724,False,1.0,1.0,3.0,2.0,98.0,2,25,1,$1040.00,0,1,9396
10725,False,1.0,2.0,2.0,1.0,117.0,2,4,1,$21645.00,0,1,9397
10726,False,5.0,4.0,4.0,5.0,28.0,3,0,1,$975.00,0,1,9398
10727,False,2.0,2.0,3.0,3.0,145.5,0,1,1,$2308.00,0,1,9399
10728,False,3.0,2.0,3.0,3.0,118.333,0,2,0,$0.00,0,0,9400
10729,False,1.0,1.0,1.0,2.0,269.0,0,2,1,$47125.00,1,2,9401
10730,False,3.0,4.0,1.0,1.0,46.0,0,0,0,$0.00,0,0,9402
10731,False,2.0,2.0,2.0,1.0,139.833,0,5,0,$0.00,1,1,9403
10732,False,3.0,4.0,2.0,3.0,57.667,0,1,0,$0.00,0,0,9404
10733,False,1.0,1.0,1.0,1.0,437.0,0,31,1,$22880.00,1,2,9405
10734,False,4.0,4.0,4.0,4.0,27.333,0,2,1,$975.00,0,1,9406
10735,False,1.0,1.0,4.0,4.0,475.0,0,0,3,$33020.00,1,4,9407
10736,False,5.0,5.0,,,12.667,0,0,0,$0.00,0,0,9408
10737,False,1.0,1.0,1.0,2.0,464.667,1,28,1,$10996.00,1,2,9409
10738,False,3.0,3.0,3.0,3.0,62.0,0,14,0,$0.00,0,0,9410
10739,False,5.0,5.0,3.0,2.0,15.333,0,0,0,$0.00,0,0,9411
10740,False,3.0,2.0,4.0,4.0,43.0,2,1,1,$1625.00,0,1,9412
10741,False,4.0,5.0,4.0,3.0,12.667,0,0,0,$0.00,0,0,9413
10742,False,1.0,1.0,3.0,3.0,279.5,0,3,1,$63200.00,1,2,9414
10743,False,1.0,1.0,1.0,1.0,168.333,0,5,1,$12150.00,0,1,9415
10744,False,4.0,4.0,4.0,4.0,62.0,0,3,0,$0.00,0,0,9416
10745,False,2.0,2.0,3.0,1.0,92.667,0,2,1,$14365.00,0,1,9417
10746,False,1.0,1.0,2.0,1.0,456.5,0,6,2,$60001.00,1,3,9418
10747,False,4.0,4.0,4.0,4.0,21.333,0,1,0,$0.00,0,0,9419
10748,False,3.0,4.0,3.0,3.0,35.333,0,1,0,$0.00,0,0,9420
10749,False,3.0,2.0,4.0,3.0,94.5,0,0,1,$10150.00,0,1,9421
10750,False,1.0,1.0,5.0,5.0,74.0,0,4,0,$0.00,0,0,9422
10751,False,4.0,4.0,2.0,1.0,54.0,0,5,0,$0.00,0,0,9423
10752,False,5.0,4.0,3.0,2.0,18.667,0,0,0,$0.00,0,0,9424
10753,False,3.0,2.0,4.0,3.0,151.333,0,41,1,$16803.00,2,3,9425
10754,False,4.0,4.0,4.0,3.0,17.333,0,0,2,$4550.00,0,2,9426
10755,False,5.0,5.0,4.0,3.0,28.0,0,1,0,$0.00,0,0,9427
10756,False,3.0,2.0,4.0,3.0,65.333,1,8,1,$1300.00,0,1,9428
10757,False,1.0,2.0,2.0,1.0,138.333,0,5,1,$10205.00,0,1,9429
10758,False,3.0,3.0,2.0,1.0,38.0,2,4,1,$975.00,0,1,9430
10759,False,1.0,1.0,,,75.333,0,3,0,$0.00,0,0,9431
10760,False,1.0,1.0,3.0,2.0,249.167,0,10,2,$32825.00,1,3,9432
10761,False,3.0,2.0,4.0,3.0,44.667,0,5,2,$2340.00,0,2,9433
10762,False,2.0,3.0,1.0,2.0,90.0,0,0,0,$0.00,0,0,9434
10763,False,4.0,4.0,4.0,3.0,21.333,0,3,0,$0.00,0,0,9435
10764,False,3.0,3.0,2.0,2.0,63.333,0,1,0,$0.00,0,0,9436
10765,False,2.0,1.0,4.0,3.0,73.333,1,6,1,$3000.00,0,1,9437
10766,False,4.0,4.0,3.0,3.0,54.667,0,4,1,$1188.00,0,1,9438
10767,False,3.0,3.0,3.0,2.0,64.667,0,3,0,$0.00,0,0,9439
10768,False,3.0,4.0,1.0,2.0,35.333,0,1,0,$0.00,0,0,9440
10769,False,3.0,2.0,4.0,3.0,50.667,1,3,1,$975.00,0,1,9441
10771,False,5.0,5.0,2.0,1.0,13.333,0,0,0,$0.00,0,0,9442
10772,False,3.0,2.0,5.0,5.0,55.333,3,5,1,$8645.00,0,1,9443
10773,False,3.0,3.0,2.0,1.0,89.333,0,2,3,$16272.00,0,3,9444
10774,False,1.0,1.0,2.0,2.0,229.667,1,11,2,$84906.00,2,4,9445
10775,False,4.0,4.0,3.0,3.0,56.0,0,2,0,$0.00,0,0,9446
10776,False,2.0,3.0,3.0,2.0,96.667,0,4,1,$43240.00,0,1,9447
10779,False,2.0,3.0,1.0,2.0,68.167,0,3,1,$102635.00,0,1,9448
10780,False,4.0,3.0,2.0,1.0,64.667,0,3,0,$0.00,0,0,9449
10781,False,1.0,1.0,3.0,2.0,408.667,0,30,2,$172543.00,3,5,9450
10782,False,2.0,3.0,1.0,1.0,90.333,0,2,1,$21775.00,1,2,9451
10783,False,3.0,2.0,4.0,3.0,100.333,0,0,1,$3153.00,1,2,9452
10784,False,3.0,3.0,3.0,2.0,31.333,1,4,3,$3120.00,0,3,9453
10785,False,1.0,1.0,4.0,4.0,192.667,0,17,2,$128703.00,2,4,9454
10786,False,4.0,4.0,3.0,2.0,41.333,0,11,0,$0.00,0,0,9455
10787,False,4.0,4.0,4.0,4.0,57.333,0,2,0,$0.00,0,0,9456
10788,False,5.0,5.0,3.0,1.0,2.667,0,0,0,$0.00,0,0,9457
10789,False,1.0,2.0,1.0,1.0,101.333,0,2,0,$0.00,1,1,9458
10790,False,1.0,2.0,3.0,3.0,141.0,0,4,1,$28765.00,0,1,9459
10791,False,4.0,4.0,4.0,3.0,32.667,0,0,0,$0.00,0,0,9460
10792,False,4.0,4.0,4.0,3.0,58.0,0,1,0,$0.00,0,0,9461
10793,False,3.0,3.0,3.0,2.0,72.0,0,3,0,$0.00,0,0,9462
10794,False,1.0,1.0,1.0,1.0,170.5,0,15,2,$22555.00,1,3,9463
10796,False,3.0,3.0,3.0,3.0,76.0,0,1,0,$0.00,0,0,9464
10797,False,2.0,2.0,4.0,3.0,126.333,0,3,1,$9129.00,0,1,9465
10798,False,3.0,3.0,4.0,3.0,80.0,0,4,0,$0.00,0,0,9466
10799,False,1.0,1.0,2.0,4.0,108.667,1,23,0,$0.00,0,0,9467
10800,False,2.0,2.0,3.0,3.0,52.667,1,1,0,$0.00,0,0,9468
10801,False,3.0,2.0,4.0,4.0,148.333,0,10,1,$67470.00,1,2,9469
10802,False,2.0,2.0,4.0,3.0,138.333,0,0,0,$0.00,0,0,9470
10803,False,4.0,4.0,4.0,3.0,45.333,0,0,0,$0.00,0,0,9471
10804,False,3.0,3.0,2.0,4.0,29.333,1,4,0,$0.00,0,0,9472
10805,False,1.0,1.0,,,355.5,0,4,3,$45046.00,1,4,9473
10806,False,2.0,1.0,4.0,3.0,155.6,0,0,0,$0.00,0,0,9474
10807,False,4.0,3.0,5.0,5.0,58.667,0,0,0,$0.00,0,0,9475
10808,False,4.0,4.0,4.0,5.0,18.667,0,2,0,$0.00,0,0,9476
10809,False,2.0,1.0,4.0,4.0,122.667,1,10,3,$4095.00,0,3,9477
10810,False,3.0,4.0,2.0,1.0,51.167,0,7,1,$4388.00,0,1,9478
10811,False,2.0,2.0,3.0,2.0,64.0,0,5,0,$0.00,0,0,9479
10812,False,1.0,1.0,1.0,2.0,181.667,0,19,0,$0.00,1,1,9480
10813,False,4.0,4.0,4.0,4.0,48.0,0,4,0,$0.00,0,0,9481
10814,False,3.0,2.0,4.0,4.0,56.0,2,7,1,$1105.00,1,2,9482
10815,False,3.0,3.0,4.0,3.0,64.667,0,4,0,$0.00,0,0,9483
10816,False,2.0,1.0,4.0,3.0,185.667,0,3,1,$38578.00,1,2,9484
10817,False,4.0,4.0,2.0,2.0,40.667,0,1,0,$0.00,0,0,9485
10818,False,1.0,1.0,2.0,1.0,173.667,0,7,2,$44569.00,0,2,9486
10819,False,2.0,3.0,1.0,1.0,83.667,0,4,0,$0.00,0,0,9487
10821,False,5.0,4.0,5.0,5.0,31.333,0,3,0,$0.00,0,0,9488
10822,False,1.0,1.0,3.0,3.0,254.0,0,14,1,$26001.00,1,2,9489
10823,False,2.0,1.0,4.0,3.0,366.833,0,13,3,$79406.00,1,4,9490
10825,False,3.0,3.0,2.0,3.0,29.333,0,3,0,$0.00,0,0,9491
10828,False,1.0,1.0,4.0,4.0,186.333,0,7,1,$12578.00,1,2,9492
10829,False,1.0,1.0,2.0,1.0,161.667,0,14,1,$8548.00,1,2,9493
10830,False,5.0,4.0,3.0,3.0,62.0,0,1,0,$0.00,1,1,9494
10831,False,5.0,4.0,3.0,3.0,48.333,0,3,0,$0.00,0,0,9495
10832,False,1.0,1.0,3.0,3.0,75.333,3,3,1,$1625.00,0,1,9496
10833,False,3.0,4.0,2.0,1.0,58.0,0,1,0,$0.00,0,0,9497
10834,False,5.0,5.0,2.0,1.0,7.333,0,1,0,$0.00,0,0,9498
10835,False,3.0,3.0,3.0,3.0,73.333,0,1,0,$0.00,0,0,9499
10836,False,4.0,3.0,3.0,3.0,33.333,0,3,0,$0.00,0,0,9500
10837,False,5.0,3.0,4.0,4.0,40.0,1,6,0,$0.00,0,0,9501
10838,False,4.0,2.0,4.0,4.0,103.833,0,1,2,$14150.00,0,2,9502
10839,False,3.0,3.0,4.0,3.0,65.333,0,2,0,$0.00,0,0,9503
10840,False,2.0,2.0,3.0,3.0,119.333,0,1,0,$0.00,0,0,9504
10841,False,4.0,4.0,4.0,4.0,51.0,0,0,0,$0.00,0,0,9505
10842,False,2.0,2.0,3.0,5.0,48.0,1,0,0,$0.00,0,0,9506
10843,False,2.0,1.0,4.0,3.0,118.667,0,10,0,$0.00,0,0,9507
10844,False,3.0,3.0,2.0,1.0,66.0,0,2,0,$0.00,0,0,9508
10845,False,2.0,2.0,2.0,1.0,96.667,0,0,0,$0.00,0,0,9509
10847,False,3.0,3.0,3.0,4.0,80.333,0,3,0,$0.00,0,0,9510
10848,False,2.0,2.0,3.0,2.0,58.667,4,5,1,$1500.00,0,1,9511
10849,False,4.0,4.0,4.0,3.0,46.0,0,3,0,$0.00,0,0,9512
10850,False,2.0,2.0,3.0,2.0,96.0,0,4,1,$28503.00,1,2,9513
10852,False,5.0,4.0,5.0,5.0,19.0,0,1,0,$0.00,0,0,9514
10853,False,2.0,2.0,4.0,3.0,142.833,0,9,1,$66170.00,1,2,9515
10855,False,4.0,4.0,3.0,2.0,50.667,0,1,0,$0.00,0,0,9516
10856,False,1.0,1.0,2.0,3.0,119.333,1,15,1,$114920.00,0,1,9517
10857,False,3.0,3.0,3.0,3.0,70.667,0,2,0,$0.00,0,0,9518
10858,False,3.0,4.0,2.0,1.0,51.333,0,1,0,$0.00,0,0,9519
10859,False,3.0,3.0,3.0,2.0,70.5,0,2,1,$11930.00,1,2,9520
10860,False,5.0,5.0,3.0,3.0,26.0,0,1,0,$0.00,0,0,9521
10861,False,3.0,2.0,5.0,5.0,58.0,0,7,0,$0.00,0,0,9522
10862,False,4.0,3.0,4.0,4.0,31.333,1,0,0,$0.00,0,0,9523
10864,False,2.0,1.0,1.0,1.0,165.667,0,3,3,$30063.00,2,5,9524
10865,False,3.0,2.0,2.0,3.0,44.0,0,1,0,$0.00,0,0,9525
10866,False,2.0,1.0,5.0,5.0,66.0,0,1,0,$0.00,0,0,9526
10867,False,4.0,3.0,4.0,3.0,69.167,0,0,1,$3700.00,0,1,9527
10868,False,4.0,3.0,4.0,3.0,72.667,0,3,0,$0.00,0,0,9528
10869,False,2.0,2.0,1.0,2.0,66.667,0,8,0,$0.00,0,0,9529
10870,False,1.0,1.0,1.0,1.0,352.167,0,22,2,$39196.00,0,2,9530
10871,False,1.0,2.0,3.0,3.0,48.667,1,3,0,$0.00,0,0,9531
10872,False,2.0,3.0,1.0,2.0,34.0,0,1,0,$0.00,0,0,9532
10873,False,5.0,4.0,3.0,3.0,16.0,0,1,0,$0.00,0,0,9533
10874,False,2.0,1.0,4.0,5.0,67.333,0,1,2,$2665.00,0,2,9534
10875,False,1.0,2.0,3.0,2.0,103.667,2,2,1,$14450.00,0,1,9535
10876,False,1.0,1.0,2.0,1.0,231.5,0,15,3,$118236.00,1,4,9536
10877,False,1.0,1.0,1.0,2.0,156.667,4,21,0,$0.00,2,2,9537
10878,False,1.0,1.0,3.0,2.0,302.167,0,5,0,$0.00,0,0,9538
10879,False,4.0,3.0,4.0,3.0,79.333,0,4,0,$0.00,0,0,9539
10880,False,5.0,3.0,4.0,5.0,29.333,0,1,0,$0.00,0,0,9540
10881,False,4.0,4.0,4.0,3.0,44.0,0,3,0,$0.00,0,0,9541
10882,False,4.0,4.0,4.0,3.0,45.333,0,6,0,$0.00,0,0,9542
10883,False,1.0,2.0,3.0,2.0,44.0,0,10,0,$0.00,0,0,9543
10884,False,3.0,4.0,1.0,1.0,47.167,0,8,1,$4154.00,0,1,9544
10885,False,3.0,2.0,4.0,4.0,119.667,0,1,1,$13910.00,0,1,9545
10886,False,1.0,2.0,1.0,1.0,92.0,0,5,0,$0.00,0,0,9546
10887,False,4.0,3.0,4.0,5.0,30.0,0,0,0,$0.00,0,0,9547
10888,False,4.0,3.0,4.0,3.0,69.333,0,0,0,$0.00,0,0,9548
10889,False,2.0,2.0,3.0,2.0,98.667,0,6,2,$9685.00,1,3,9549
10890,False,4.0,4.0,4.0,3.0,18.0,2,2,1,$1105.00,0,1,9550
10891,False,3.0,3.0,4.0,4.0,68.333,0,6,2,$3478.00,0,2,9551
10892,False,1.0,1.0,3.0,2.0,78.667,2,3,0,$0.00,0,0,9552
10893,False,4.0,4.0,4.0,3.0,38.667,0,1,0,$0.00,0,0,9553
10894,False,3.0,2.0,2.0,4.0,40.0,0,5,0,$0.00,0,0,9554
10895,False,4.0,4.0,4.0,3.0,37.333,0,3,2,$6500.00,0,2,9555
10896,False,1.0,1.0,3.0,3.0,169.333,4,23,2,$4820.00,0,2,9556
10897,False,1.0,1.0,3.0,4.0,250.667,0,10,2,$27750.00,2,4,9557
10898,False,4.0,3.0,4.0,3.0,87.167,0,1,1,$6338.00,0,1,9558
10899,False,3.0,3.0,4.0,4.0,40.0,1,1,1,$1300.00,0,1,9559
10900,False,1.0,2.0,1.0,1.0,100.833,0,7,0,$0.00,0,0,9560
10901,False,1.0,1.0,3.0,2.0,181.333,0,7,1,$4778.00,1,2,9561
10902,False,4.0,4.0,2.0,1.0,55.333,0,4,0,$0.00,0,0,9562
10903,False,2.0,2.0,3.0,2.0,50.0,0,5,0,$0.00,0,0,9563
10904,False,4.0,4.0,3.0,2.0,57.333,0,4,0,$0.00,0,0,9564
10905,False,2.0,2.0,3.0,1.0,97.833,0,1,0,$0.00,0,0,9565
10906,False,2.0,2.0,3.0,2.0,104.333,0,10,1,$26390.00,0,1,9566
10907,False,1.0,2.0,1.0,1.0,108.167,0,16,0,$0.00,0,0,9567
10908,False,1.0,2.0,2.0,1.0,110.667,0,1,1,$15702.00,0,1,9568
10909,False,4.0,3.0,5.0,5.0,34.667,0,5,0,$0.00,0,0,9569
10910,False,5.0,4.0,3.0,2.0,50.4,0,0,0,$0.00,0,0,9570
10911,False,4.0,4.0,3.0,2.0,50.0,0,2,0,$0.00,0,0,9571
10912,False,2.0,2.0,3.0,2.0,99.0,0,2,0,$0.00,1,1,9572
10913,False,5.0,4.0,3.0,1.0,39.333,0,1,0,$0.00,0,0,9573
10914,False,5.0,4.0,3.0,2.0,52.0,0,0,0,$0.00,0,0,9574
10915,False,2.0,2.0,3.0,3.0,50.0,0,7,0,$0.00,0,0,9575
10916,False,5.0,5.0,2.0,1.0,20.0,0,0,0,$0.00,0,0,9576
10917,False,2.0,1.0,4.0,5.0,86.667,1,21,5,$5200.00,0,5,9577
10918,False,4.0,4.0,4.0,4.0,26.667,1,0,0,$0.00,0,0,9578
10919,False,2.0,3.0,1.0,1.0,61.333,2,10,0,$0.00,0,0,9579
